title,wikipedia_link
Katt Williams: Priceless: Afterlife,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: Great America,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: World War III,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Outsourced,https://en.wikipedia.org/wiki/Outsourced_(album)
"Russell Peters: Two Concerts, One Ticket",https://en.wikipedia.org/wiki/Russell_Peters#Film
"Red, White and Brown","https://en.wikipedia.org/wiki/Red,_White_and_Brown"
The Green Card Tour: Live from the O2 Arena,https://en.wikipedia.org/wiki/Russell_Peters#Comedy_specials
Notorious,https://en.wikipedia.org/wiki/Russell_Peters#Comedy_specials
Almost Famous,https://en.wikipedia.org/wiki/Russell_Peters#Comedy_specials
Deported,https://en.wikipedia.org/wiki/Russell_Peters#Comedy_specials
Hasan Minhaj: Homecoming King,https://en.wikipedia.org/wiki/Hasan_Minhaj:_Homecoming_King
On Location: George Carlin at USC,https://en.wikipedia.org/wiki/George_Carlin_at_USC
George Carlin: Again!,https://en.wikipedia.org/wiki/George_Carlin:_Again!
Carlin at Carnegie,https://en.wikipedia.org/wiki/Carlin_at_Carnegie
Carlin on Campus,https://en.wikipedia.org/wiki/Carlin_on_Campus
Playin' with Your Head,https://en.wikipedia.org/wiki/Playin%27_with_Your_Head
What Am I Doing in New Jersey?,https://en.wikipedia.org/wiki/What_Am_I_Doing_in_New_Jersey%3F
Doin' It Again,https://en.wikipedia.org/wiki/Parental_Advisory:_Explicit_Lyrics_(album)
Jammin' in New York,https://en.wikipedia.org/wiki/Jammin%27_in_New_York
Back in Town,https://en.wikipedia.org/wiki/Back_in_Town_(George_Carlin_album)
George Carlin: 40 Years of Comedy,https://en.wikipedia.org/wiki/George_Carlin:_40_Years_of_Comedy
You Are All Diseased,https://en.wikipedia.org/wiki/You_Are_All_Diseased
Complaints and Grievances,https://en.wikipedia.org/wiki/Complaints_and_Grievances
Life Is Worth Losing,https://en.wikipedia.org/wiki/Life_Is_Worth_Losing
It's Bad for Ya,https://en.wikipedia.org/wiki/It%27s_Bad_for_Ya
Dave Chappelle: Killin' Them Softly,https://en.wikipedia.org/wiki/Dave_Chappelle:_Killin%27_Them_Softly
Dave Chappelle: For What It's Worth,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
The Age of Spin: Dave Chappelle Live at The Hollywood Palladium,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: Equanimity,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: The Bird Revelation,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: Sticks & Stones,https://en.wikipedia.org/wiki/Sticks_%26_Stones_(2019_film)
8:46,https://en.wikipedia.org/wiki/8:46_(special)
Dave Chappelle: Unforgiven,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: Redemption Song,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: The Closer,https://en.wikipedia.org/wiki/The_Closer_(2021_film)
Dave Chappelle: What's in a Name?,https://en.wikipedia.org/wiki/Dave_Chappelle#Stand-up_specials
Dave Chappelle: The Dreamer,https://en.wikipedia.org/wiki/Dave_Chappelle:_The_Dreamer
4:4:1,https://en.wikipedia.org/wiki/Andrew_Schulz#Comedy_Specials
5:5:1,https://en.wikipedia.org/wiki/Andrew_Schulz#Comedy_Specials
Views from the Cis EP,https://en.wikipedia.org/wiki/Andrew_Schulz#Comedy_Specials
Schulz Saves America,https://en.wikipedia.org/wiki/Andrew_Schulz#Comedy_Specials
Andrew Schulz: Infamous,https://en.wikipedia.org/wiki/Andrew_Schulz#Comedy_Specials
Akaash Singh: Bring Back Apu,https://en.wikipedia.org/wiki/Akaash_Singh#Comedy_Special
Eddie Murphy: Delirious,https://en.wikipedia.org/wiki/Eddie_Murphy_Delirious
Eddie Murphy: Raw,https://en.wikipedia.org/wiki/Eddie_Murphy_Raw
Kevin Hart: I'm a Grown Little Man,https://en.wikipedia.org/wiki/Kevin_Hart:_I%27m_a_Grown_Little_Man
Kevin Hart: Seriously Funny,https://en.wikipedia.org/wiki/Kevin_Hart#Comedy
Kevin Hart: Laugh at My Pain,https://en.wikipedia.org/wiki/Kevin_Hart#Comedy
Kevin Hart: Let Me Explain,https://en.wikipedia.org/wiki/Kevin_Hart:_Let_Me_Explain
Kevin Hart: What Now?,https://en.wikipedia.org/wiki/Kevin_Hart:_What_Now%3F
Kevin Hart: Irresponsible,https://en.wikipedia.org/wiki/Kevin_Hart#Comedy
Kevin Hart: Zero F**ks Given,https://en.wikipedia.org/wiki/Kevin_Hart:_Zero_F**ks_Given
Patrice O'Neal: Elephant in the Room,https://en.wikipedia.org/wiki/Patrice_O%27Neal:_Elephant_in_the_Room
Bill Burr: Why Do I Do This?,https://en.wikipedia.org/wiki/Bill_Burr#Comedy_albums_and_specials
Bill Burr: Let It Go,https://en.wikipedia.org/wiki/Bill_Burr#Comedy_albums_and_specials
Bill Burr: You People Are All the Same,https://en.wikipedia.org/wiki/You_People_Are_All_the_Same
Bill Burr: I'm Sorry You Feel That Way,https://en.wikipedia.org/wiki/I%27m_Sorry_You_Feel_That_Way
Bill Burr: Walk Your Way Out,https://en.wikipedia.org/wiki/Walk_Your_Way_Out
Bill Burr: Paper Tiger,https://en.wikipedia.org/wiki/Paper_Tiger_(2019_film)
Bill Burr: Live at Red Rocks,https://en.wikipedia.org/wiki/Bill_Burr#Comedy_albums_and_specials
Louis C.K.: Shameless,https://en.wikipedia.org/wiki/Shameless_(Louis_C.K._special)
Louis C.K.: Chewed Up,https://en.wikipedia.org/wiki/Chewed_Up
Louis C.K.: Hilarious,https://en.wikipedia.org/wiki/Hilarious_(film)
Louis C.K.: Live at the Beacon Theater,https://en.wikipedia.org/wiki/Live_at_the_Beacon_Theater
Louis C.K.: Oh My God,https://en.wikipedia.org/wiki/Oh_My_God_(2013_film)
Louis C.K.: Live at the Comedy Store,https://en.wikipedia.org/wiki/Live_at_the_Comedy_Store
Louis C.K. 2017,https://en.wikipedia.org/wiki/Louis_C.K.#Specials_and_albums
Sincerely Louis C.K.,https://en.wikipedia.org/wiki/Sincerely_Louis_CK
Louis C.K.: Sorry,https://en.wikipedia.org/wiki/Sorry_(2021_film)
Louis C.K. at The Dolby,https://en.wikipedia.org/wiki/Louis_C.K.#Specials_and_albums
Louis C.K.: Back to the Garden,https://en.wikipedia.org/wiki/Louis_C.K.#Specials_and_albums
Norm Macdonald: Me Doing Stand-Up,https://en.wikipedia.org/wiki/Me_Doing_Stand-Up
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",https://en.wikipedia.org/wiki/Norm_Macdonald#Comedy
Norm Macdonald: Nothing Special,https://en.wikipedia.org/wiki/Norm_Macdonald:_Nothing_Special
Frankie Boyle Live,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
"Frankie Boyle: If I Could Reach Out Through Your TV and Strangle You, I Would",https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: The Last Days of Sodom,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: Hurt Like You've Never Been Loved,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Frankie Boyle: Excited for You to See and Hate This,https://en.wikipedia.org/wiki/Frankie_Boyle#Stand-up_DVDs_&_online_streaming_video_releases
Greg Davies: Firing Cheeseballs at a Dog,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Greg Davies Live: The Back of My Mum's Head,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Greg Davies: You Magnificent Beast,https://en.wikipedia.org/wiki/Greg_Davies#Comedy_specials
Ricky Gervais Live: Animals,https://en.wikipedia.org/wiki/Animals_(2003_film)
Ricky Gervais Live 2: Politics,https://en.wikipedia.org/wiki/Politics_(2004_film)
Ricky Gervais Live 3: Fame,https://en.wikipedia.org/wiki/Fame_(2007_film)
Ricky Gervais: Out of England,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais Live IV: Science,https://en.wikipedia.org/wiki/Science_(film)
Ricky Gervais: Out of England 2,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais: Humanity,https://en.wikipedia.org/wiki/Ricky_Gervais:_Humanity
Ricky Gervais: SuperNature,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Ricky Gervais: Armageddon,https://en.wikipedia.org/wiki/Ricky_Gervais#Stand-up_specials
Chris Rock: Big Ass Jokes,https://en.wikipedia.org/wiki/Chris_Rock:_Big_Ass_Jokes
Chris Rock: Bring the Pain,https://en.wikipedia.org/wiki/Chris_Rock:_Bring_the_Pain
Chris Rock: Bigger & Blacker,https://en.wikipedia.org/wiki/Bigger_%26_Blacker
Chris Rock: Never Scared,https://en.wikipedia.org/wiki/Never_Scared
Chris Rock: Kill the Messenger,https://en.wikipedia.org/wiki/Chris_Rock:_Kill_the_Messenger
Chris Rock: Selective Outrage,https://en.wikipedia.org/wiki/Chris_Rock#Standup_specials
Chris Rock: Tamborine,https://en.wikipedia.org/wiki/Chris_Rock:_Tamborine
John Mulaney: The Top Part,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: New in Town,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: The Comeback Kid,https://en.wikipedia.org/wiki/John_Mulaney#Specials
John Mulaney: Kid Gorgeous at Radio City,https://en.wikipedia.org/wiki/John_Mulaney:_Kid_Gorgeous_at_Radio_City
John Mulaney: Baby J,https://en.wikipedia.org/wiki/John_Mulaney:_Baby_J
David Copperfield,https://en.wikipedia.org/wiki/David_Copperfield
Great Expectations,https://en.wikipedia.org/wiki/Great_Expectations
The Catcher in the Rye,https://en.wikipedia.org/wiki/The_Catcher_in_the_Rye
Catch-22,https://en.wikipedia.org/wiki/Catch-22
Jane Eyre,https://en.wikipedia.org/wiki/Jane_Eyre
To Kill a Mockingbird,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird
"Oliver Twist; or, The Parish Boy's Progress",https://en.wikipedia.org/wiki/Oliver_Twist
Stay Out of the Basement,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
Say Cheese and Die!,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
Night of the Living Dummy,https://en.wikipedia.org/wiki/Goosebumps_(original_series)#List_of_books
The Haunted Mask,https://en.wikipedia.org/wiki/The_Haunted_Mask
One Day at HorrorLand,https://en.wikipedia.org/wiki/One_Day_at_HorrorLand
The Hitchhiker's Guide to the Galaxy,https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy_(novel)
Holes,https://en.wikipedia.org/wiki/Holes_(novel)
Of Mice and Men,https://en.wikipedia.org/wiki/Of_Mice_and_Men
Jonathan Livingston Seagull: A Story,https://en.wikipedia.org/wiki/Jonathan_Livingston_Seagull
The Kite Runner,https://en.wikipedia.org/wiki/The_Kite_Runner
An Inspector Calls,https://en.wikipedia.org/wiki/An_Inspector_Calls
Logicomix,https://en.wikipedia.org/wiki/Logicomix
Crime and Punishment,https://en.wikipedia.org/wiki/Crime_and_Punishment
Noughts & Crosses,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Nought_and_Crosses
Knife Edge,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Knife_Edge
Checkmate,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Checkmate
Double Cross,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Double_Cross
Crossfire,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Crossfire
Endgame,https://en.wikipedia.org/wiki/Noughts_%26_Crosses_(novel_series)#Endgame
War and Peace,https://en.wikipedia.org/wiki/War_and_Peace
Little Women,https://en.wikipedia.org/wiki/Little_Women
The Da Vinci Code,https://en.wikipedia.org/wiki/The_Da_Vinci_Code
The Grapes of Wrath,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath
Flowers for Algernon,https://en.wikipedia.org/wiki/Flowers_for_Algernon
Dune,https://en.wikipedia.org/wiki/Dune_(novel)
Dune Messiah,https://en.wikipedia.org/wiki/Dune_Messiah
Children of Dune,https://en.wikipedia.org/wiki/Children_of_Dune
God Emperor of Dune,https://en.wikipedia.org/wiki/God_Emperor_of_Dune
The Very Hungry Caterpillar,https://en.wikipedia.org/wiki/The_Very_Hungry_Caterpillar
The Wonderful Story of Henry Sugar and Six More,https://en.wikipedia.org/wiki/The_Wonderful_Story_of_Henry_Sugar_and_Six_More
The Magic Finger,https://en.wikipedia.org/wiki/The_Magic_Finger
Danny the Champion of the World,"https://en.wikipedia.org/wiki/Danny,_the_Champion_of_the_World"
Boy: Tales of Childhood,https://en.wikipedia.org/wiki/Boy_(autobiography)
The Enormous Crocodile,https://en.wikipedia.org/wiki/The_Enormous_Crocodile
The Giraffe and the Pelly and Me,https://en.wikipedia.org/wiki/The_Giraffe_and_the_Pelly_and_Me
Esio Trot,https://en.wikipedia.org/wiki/Esio_Trot
George's Marvellous Medicine,https://en.wikipedia.org/wiki/George%27s_Marvellous_Medicine
Fantastic Mr Fox,https://en.wikipedia.org/wiki/Fantastic_Mr_Fox
The BFG,https://en.wikipedia.org/wiki/The_BFG
Charlie and the Chocolate Factory,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory
Charlie and the Great Glass Elevator,https://en.wikipedia.org/wiki/Charlie_and_the_Great_Glass_Elevator
Matilda,https://en.wikipedia.org/wiki/Matilda_(novel)
The Witches,https://en.wikipedia.org/wiki/The_Witches_(novel)
James and the Giant Peach,https://en.wikipedia.org/wiki/James_and_the_Giant_Peach
The Twits,https://en.wikipedia.org/wiki/The_Twits
The Tale of Peter Rabbit,https://en.wikipedia.org/wiki/The_Tale_of_Peter_Rabbit
The Tale of Squirrel Nutkin,https://en.wikipedia.org/wiki/The_Tale_of_Squirrel_Nutkin
The Tailor of Gloucester,https://en.wikipedia.org/wiki/The_Tailor_of_Gloucester
The Tale of Benjamin Bunny,https://en.wikipedia.org/wiki/The_Tale_of_Benjamin_Bunny
The Tale of Two Bad Mice,https://en.wikipedia.org/wiki/The_Tale_of_Two_Bad_Mice
The Tale of Mrs. Tiggy-Winkle,https://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tiggy-Winkle
The Tale of the Pie and the Patty-Pan,https://en.wikipedia.org/wiki/The_Tale_of_the_Pie_and_the_Patty-Pan
The Tale of Mr. Jeremy Fisher,https://en.wikipedia.org/wiki/The_Tale_of_Mr._Jeremy_Fisher
The Story of A Fierce Bad Rabbit,https://en.wikipedia.org/wiki/The_Story_of_a_Fierce_Bad_Rabbit
The Story of Miss Moppet,https://en.wikipedia.org/wiki/The_Story_of_Miss_Moppet
The Tale of Tom Kitten,https://en.wikipedia.org/wiki/The_Tale_of_Tom_Kitten
The Tale of Jemima Puddle-Duck,https://en.wikipedia.org/wiki/The_Tale_of_Jemima_Puddle-Duck
The Tale of Samuel Whiskers or The Roly-Poly Pudding,https://en.wikipedia.org/wiki/The_Tale_of_Samuel_Whiskers_or_The_Roly-Poly_Pudding
The Tale of the Flopsy Bunnies,https://en.wikipedia.org/wiki/The_Tale_of_the_Flopsy_Bunnies
The Tale of Ginger and Pickles,https://en.wikipedia.org/wiki/The_Tale_of_Ginger_and_Pickles
The Tale of Mrs. Tittlemouse,https://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tittlemouse
The Tale of Timmy Tiptoes,https://en.wikipedia.org/wiki/The_Tale_of_Timmy_Tiptoes
The Tale of Mr. Tod,https://en.wikipedia.org/wiki/The_Tale_of_Mr._Tod
The Tale of Pigling Bland,https://en.wikipedia.org/wiki/The_Tale_of_Pigling_Bland
Appley Dapply's Nursery Rhymes,https://en.wikipedia.org/wiki/Appley_Dapply%27s_Nursery_Rhymes
The Tale of Johnny Town-Mouse,https://en.wikipedia.org/wiki/The_Tale_of_Johnny_Town-Mouse
Cecily Parsley's Nursery Rhymes,https://en.wikipedia.org/wiki/Cecily_Parsley%27s_Nursery_Rhymes
The Tale of Little Pig Robinson,https://en.wikipedia.org/wiki/The_Tale_of_Little_Pig_Robinson
When We Were Very Young,https://en.wikipedia.org/wiki/When_We_Were_Very_Young
Now We Are Six,https://en.wikipedia.org/wiki/Now_We_Are_Six
Winnie-the-Pooh,https://en.wikipedia.org/wiki/Winnie-the-Pooh_(book)
The House at Pooh Corner,https://en.wikipedia.org/wiki/The_House_at_Pooh_Corner
Lord of the Flies,https://en.wikipedia.org/wiki/Lord_of_the_Flies
Ulysses,https://en.wikipedia.org/wiki/Ulysses_(novel)
The Great Gatsby,https://en.wikipedia.org/wiki/The_Great_Gatsby
Lolita,https://en.wikipedia.org/wiki/Lolita
Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm
Rani and Sukh,https://en.wikipedia.org/wiki/Bali_Rai#Works
"Frankenstein; or, The Modern Prometheus",https://en.wikipedia.org/wiki/Frankenstein
The Old Man and the Sea,https://en.wikipedia.org/wiki/The_Old_Man_and_the_Sea
Charlotte's Web,https://en.wikipedia.org/wiki/Charlotte%27s_Web
"Moby-Dick; or, The Whale",https://en.wikipedia.org/wiki/Moby-Dick
Don Quixote,https://en.wikipedia.org/wiki/Don_Quixote
It,https://en.wikipedia.org/wiki/It_(novel)
The Handmaid's Tale,https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale
A Study in Scarlet,https://en.wikipedia.org/wiki/A_Study_in_Scarlet
The Sign of the Four,https://en.wikipedia.org/wiki/The_Sign_of_the_Four
The Adventures of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Adventures_of_Sherlock_Holmes
The Memoirs of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Memoirs_of_Sherlock_Holmes
The Hound of the Baskervilles,https://en.wikipedia.org/wiki/The_Hound_of_the_Baskervilles
The Return of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Return_of_Sherlock_Holmes
The Valley of Fear,https://en.wikipedia.org/wiki/The_Valley_of_Fear
The Raven,https://en.wikipedia.org/wiki/The_Raven
The Tell-Tale Heart,https://en.wikipedia.org/wiki/The_Tell-Tale_Heart
The Fall of the House of Usher,https://en.wikipedia.org/wiki/The_Fall_of_the_House_of_Usher
The Picture of Dorian Gray,https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray
Far from the Madding Crowd,https://en.wikipedia.org/wiki/Far_from_the_Madding_Crowd
The Mayor of Casterbridge,https://en.wikipedia.org/wiki/The_Mayor_of_Casterbridge
Tess of the d'Urbervilles: A Pure Woman,https://en.wikipedia.org/wiki/Tess_of_the_d%27Urbervilles
Jude the Obscure,https://en.wikipedia.org/wiki/Jude_the_Obscure
Les Misérables,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables
Dracula,https://en.wikipedia.org/wiki/Dracula
A Tale of Two Cities,https://en.wikipedia.org/wiki/A_Tale_of_Two_Cities
Pride and Prejudice,https://en.wikipedia.org/wiki/Pride_and_Prejudice
Where's Wally?,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_(book)
Where's Wally Now?,https://en.wikipedia.org/wiki/Where%27s_Wally_Now%3F
Where's Wally? The Fantastic Journey,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Fantastic_Journey
Where's Wally in Hollywood?,https://en.wikipedia.org/wiki/Where%27s_Wally_in_Hollywood%3F
Where's Wally? The Wonder Book,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Wonder_Book
Where's Waldo? The Great Picture Hunt!,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Great_Picture_Hunt!
Where's Wally?: The Incredible Paper Chase,https://en.wikipedia.org/wiki/Where%27s_Wally%3F_The_Incredible_Paper_Chase
Corduroy,https://en.wikipedia.org/wiki/Corduroy_(book)
Winnie the Witch,https://en.wikipedia.org/wiki/Winnie_the_Witch#Winnie_The_Witch_(1987)
Winnie in Winter,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie Flies Again,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie's Magic Wand,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Winnie's New Computer,https://en.wikipedia.org/wiki/Winnie_the_Witch#Winnie's_New_Computer_(2003)
Winnie at the Seaside,https://en.wikipedia.org/wiki/Winnie_the_Witch#Bibliography
Elmer the Patchwork Elephant,https://en.wikipedia.org/wiki/Elmer_the_Patchwork_Elephant
Madeline,https://en.wikipedia.org/wiki/Madeline_(book)
Madeline's Rescue,https://en.wikipedia.org/wiki/Madeline%27s_Rescue
Madeline and the Bad Hat,https://en.wikipedia.org/wiki/Madeline_and_the_Bad_Hat
Madeline's Christmas,https://en.wikipedia.org/wiki/Madeline%27s_Christmas
Madeline and the Gypsies,https://en.wikipedia.org/wiki/Madeline_and_the_Gypsies
Madeline in London,https://en.wikipedia.org/wiki/Madeline_in_London
Horrid Henry,https://en.wikipedia.org/wiki/Horrid_Henry_(book)
Horrid Henry and the Secret Club,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Tricks the Tooth Fairy,https://en.wikipedia.org/wiki/Horrid_Henry_Tricks_the_Tooth_Fairy
Horrid Henry's Nits,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Gets Rich Quick,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Haunted House,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and The Mummy's Curse,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Revenge,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Bogey Babysitter,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Stinkbomb,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Underpants,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry Meets The Queen,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Mega-Mean Time Machine,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Football Fiend,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Christmas Cracker,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry and the Abominable Snowman,https://en.wikipedia.org/wiki/Horrid_Henry#Main_series
Horrid Henry's Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Jolly Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Mighty Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Hilariously Horrid Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's Purple Hand Gang Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Horrid Henry's All Time Favourite Joke Book,https://en.wikipedia.org/wiki/Horrid_Henry#Joke_books
Fairy Tale,https://en.wikipedia.org/wiki/Fairy_Tale_(novel)
The Merchant of Venice,https://en.wikipedia.org/wiki/The_Merchant_of_Venice
Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar_(play)
Othello,https://en.wikipedia.org/wiki/Othello
As You Like It,https://en.wikipedia.org/wiki/As_You_Like_It
Antony and Cleopatra,https://en.wikipedia.org/wiki/Antony_and_Cleopatra
Hamlet,https://en.wikipedia.org/wiki/Hamlet
Henry V,https://en.wikipedia.org/wiki/Henry_V_(play)
Twelfth Night,https://en.wikipedia.org/wiki/Twelfth_Night
A Midsummer Night's Dream,https://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Dream
Romeo and Juliet,https://en.wikipedia.org/wiki/Romeo_and_Juliet
The Tragedie of Macbeth,https://en.wikipedia.org/wiki/Macbeth
Much Ado About Nothing,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing
The Taming of the Shrew,https://en.wikipedia.org/wiki/The_Taming_of_the_Shrew
King Lear,https://en.wikipedia.org/wiki/King_Lear
Richard III,https://en.wikipedia.org/wiki/Richard_III_(play)
Mr. Men,https://en.wikipedia.org/wiki/List_of_Mr._Men
Little Miss,https://en.wikipedia.org/wiki/List_of_Little_Miss_characters
And to Think That I Saw It on Mulberry Street,https://en.wikipedia.org/wiki/And_to_Think_That_I_Saw_It_on_Mulberry_Street
The 500 Hats of Bartholomew Cubbins,https://en.wikipedia.org/wiki/The_500_Hats_of_Bartholomew_Cubbins
The King's Stilts,https://en.wikipedia.org/wiki/The_King%27s_Stilts
Horton Hatches the Egg,https://en.wikipedia.org/wiki/Horton_Hatches_the_Egg
McElligot's Pool,https://en.wikipedia.org/wiki/McElligot%27s_Pool
Thidwick the Big-Hearted Moose,https://en.wikipedia.org/wiki/Thidwick_the_Big-Hearted_Moose
Bartholomew and the Oobleck,https://en.wikipedia.org/wiki/Bartholomew_and_the_Oobleck
If I Ran the Zoo,https://en.wikipedia.org/wiki/If_I_Ran_the_Zoo
Scrambled Eggs Super!,https://en.wikipedia.org/wiki/Scrambled_Eggs_Super!
Horton Hears a Who!,https://en.wikipedia.org/wiki/Horton_Hears_a_Who!
On Beyond Zebra!,https://en.wikipedia.org/wiki/On_Beyond_Zebra!
If I Ran the Circus,https://en.wikipedia.org/wiki/If_I_Ran_the_Circus
The Cat in the Hat,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat
How the Grinch Stole Christmas!,https://en.wikipedia.org/wiki/How_the_Grinch_Stole_Christmas!
Yertle the Turtle and Other Stories,https://en.wikipedia.org/wiki/Yertle_the_Turtle_and_Other_Stories
The Cat in the Hat Comes Back,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_Comes_Back
Happy Birthday to You!,https://en.wikipedia.org/wiki/Happy_Birthday_to_You!
Green Eggs and Ham,https://en.wikipedia.org/wiki/Green_Eggs_and_Ham
"One Fish, Two Fish, Red Fish, Blue Fish","https://en.wikipedia.org/wiki/One_Fish,_Two_Fish,_Red_Fish,_Blue_Fish"
The Sneetches and Other Stories,https://en.wikipedia.org/wiki/The_Sneetches_and_Other_Stories
Dr. Seuss's Sleep Book,https://en.wikipedia.org/wiki/Dr._Seuss%27s_Sleep_Book
Dr. Seuss's ABC,https://en.wikipedia.org/wiki/Dr._Seuss%27s_ABC
Hop on Pop,https://en.wikipedia.org/wiki/Hop_on_Pop
Fox in Socks,https://en.wikipedia.org/wiki/Fox_in_Socks
I Had Trouble in Getting to Solla Sollew,https://en.wikipedia.org/wiki/I_Had_Trouble_in_Getting_to_Solla_Sollew
The Foot Book,https://en.wikipedia.org/wiki/The_Foot_Book
I Can Lick 30 Tigers Today! and Other Stories,https://en.wikipedia.org/wiki/I_Can_Lick_30_Tigers_Today!_and_Other_Stories
My Book about ME,https://en.wikipedia.org/wiki/My_Book_about_ME
Mr. Brown Can Moo! Can You?,https://en.wikipedia.org/wiki/Mr._Brown_Can_Moo!_Can_You%3F
The Lorax,https://en.wikipedia.org/wiki/The_Lorax
Marvin K. Mooney Will You Please Go Now!,https://en.wikipedia.org/wiki/Marvin_K._Mooney_Will_You_Please_Go_Now!
